test,arch,platform,status,extra_args,handler,handler_time,ram_size,rom_size
tests/kernel/fpu_sharing/float_disable/kernel.fpu_sharing.float_disable.x86.fpu,riscv32,hifive1,skipped,CONF_FILE=prj_x86.conf,renode,,0,0
tests/kernel/fpu_sharing/float_disable/kernel.fpu_sharing.float_disable.x86.sse,riscv32,hifive1,skipped,CONF_FILE=prj_x86.conf,renode,,0,0
tests/kernel/fpu_sharing/generic/kernel.fpu_sharing.generic.arc,riscv32,hifive1,skipped,PI_NUM_ITERATIONS=500,renode,,0,0
tests/kernel/fpu_sharing/generic/kernel.fpu_sharing.generic.arm,riscv32,hifive1,skipped,PI_NUM_ITERATIONS=70000,renode,,0,0
tests/kernel/fpu_sharing/generic/kernel.fpu_sharing.generic.arm64,riscv32,hifive1,skipped,PI_NUM_ITERATIONS=70000,renode,,0,0
tests/kernel/fpu_sharing/generic/kernel.fpu_sharing.generic.riscv32,riscv32,hifive1,skipped,PI_NUM_ITERATIONS=500,renode,,0,0
tests/kernel/fpu_sharing/generic/kernel.fpu_sharing.generic.riscv64,riscv32,hifive1,skipped,PI_NUM_ITERATIONS=500,renode,,0,0
tests/kernel/fpu_sharing/generic/kernel.fpu_sharing.generic.sparc,riscv32,hifive1,skipped,PI_NUM_ITERATIONS=70000,renode,,0,0
tests/kernel/fpu_sharing/generic/kernel.fpu_sharing.generic.x86.fpu,riscv32,hifive1,skipped,CONF_FILE=prj_x86.conf,renode,,0,0
tests/kernel/fpu_sharing/generic/kernel.fpu_sharing.generic.x86.sse,riscv32,hifive1,skipped,CONF_FILE=prj_x86.conf,renode,,0,0
tests/kernel/pipe/pipe_api/kernel.pipe.api,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/pipe/pipe/kernel.pipe,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/pending/kernel.objects,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_heap/k_heap_api/kernel.k_heap_api,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_heap/k_heap_api/kernel.k_heap_api.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_heap/shared_multi_heap/kernel.shared_multi_heap,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_heap/mheap_api_concept/kernel.memory_heap,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_heap/mheap_api_concept/kernel.memory_heap_no_multithreading,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_heap/mheap_api_concept/kernel.memory_heap.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/events/sys_event/kernel.events.usage,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/events/event_api/kernel.events,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/events/event_api/kernel.events.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/sched/metairq/kernel.scheduler.metairq,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/sched/metairq/kernel.scheduler.metairq.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/sched/deadline/kernel.scheduler.deadline,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/sched/deadline/kernel.scheduler.deadline.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/sched/preempt/kernel.scheduler.preempt,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/sched/preempt/kernel.scheduler.preempt.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/sched/schedule_api/kernel.scheduler,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/sched/schedule_api/kernel.scheduler.no_timeslicing,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/sched/schedule_api/kernel.scheduler.multiq,riscv32,hifive1,skipped,CONF_FILE=prj_multiq.conf,renode,,0,0
tests/kernel/sched/schedule_api/kernel.scheduler.multiq_no_timeslicing,riscv32,hifive1,skipped,CONF_FILE=prj_multiq.conf,renode,,0,0
tests/kernel/sched/schedule_api/kernel.scheduler.dumb_no_timeslicing,riscv32,hifive1,skipped,CONF_FILE=prj_dumb.conf,renode,,0,0
tests/kernel/sched/schedule_api/kernel.scheduler.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/msgq/msgq_usage/kernel.message_queue_usage,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/msgq/msgq_usage/kernel.message_queue_usage.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/msgq/msgq_api/kernel.message_queue,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fifo/fifo_api/kernel.fifo,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fifo/fifo_api/kernel.fifo.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fifo/fifo_usage/kernel.fifo.usage,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fifo/fifo_usage/kernel.fifo.usage.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/xip/arch.common.xip,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/xip/arch.common.xip.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/entropy/api/drivers.entropy,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/flash_simulator/drivers.flash.flash_simulator,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/flash_simulator/drivers.flash.flash_simulator.qemu_erase_value_0x00,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/qemu_x86_ev_0x00.overlay,renode,,0,0
tests/drivers/flash_simulator/drivers.flash.flash_simulator.posix_erase_value_0x00,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/native_posix_ev_0x00.overlay,renode,,0,0
tests/drivers/flash_simulator/drivers.flash.flash_simulator.posix_64_erase_value_0x00,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/native_posix_64_ev_0x00.overlay,renode,,0,0
tests/drivers/hwinfo/api/drivers.hwinfo.api,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/espi/drivers.espi.acpi,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/gpio/gpio_basic_api/drivers.gpio.2pin,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/gpio/gpio_basic_api/drivers.gpio.nrf_sense_edge,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/nrf52840dk_nrf52840.overlay;boards/nrf52840dk_nrf52840_sense_edge.overlay,renode,,0,0
tests/drivers/gpio/gpio_api_1pin/peripheral.gpio.1pin,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/can/stm32/drivers.can.stm32,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/can/api/drivers.can,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/can/api/drivers.can.loopback,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/can/canfd/drivers.canfd,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/can/timing/drivers.can.timing,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/can/timing/drivers.can.timing_loopback,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/eeprom/peripheral.eeprom,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/eeprom/peripheral.eeprom.generic,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/flash/drivers.flash.nrf_qspi_nor,riscv32,hifive1,skipped,OVERLAY_CONFIG=boards/nrf52840_flash_qspi.conf,renode,,0,0
tests/drivers/flash/drivers.flash.soc_flash_nrf,riscv32,hifive1,skipped,OVERLAY_CONFIG=boards/nrf52840_flash_soc.conf,renode,,0,0
tests/drivers/flash/drivers.flash.default,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/flash/drivers.flash.stm32,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/led/led_api/drivers.i2c,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/counter/counter_basic_api/drivers.counter,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/counter/counter_basic_api/drivers.counter_nrf_zli,riscv32,hifive1,skipped,"OVERLAY_CONFIG=""zli.conf;boards/nrf52840dk_nrf52840_zli.conf""",renode,,0,0
tests/drivers/counter/counter_nrf_rtc/fixed_top/drivers.counter,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/counter/maxim_ds3231_api/drivers.counter.maxim_ds3231,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/counter/counter_seconds/drivers.counter.cmos,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/counter/counter_seconds/drivers.counter.mcux.snvs.rtc,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/adc/adc_dma/drivers.adc-dma,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/adc/adc_api/drivers.adc,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/adc/adc_emul/drivers.adc.emul,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/console/drivers.console.uart,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/console/drivers.console.semihost,riscv32,hifive1,skipped,CONF_FILE=prj_semihost.conf,renode,,0,0
tests/drivers/dma/loop_transfer/drivers.dma.loop_transfer,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/dma/chan_link_transfer/drivers.dma,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/dma/chan_link_transfer/drivers.dma.interactive,riscv32,hifive1,skipped,CONF_FILE=prj_shell.conf,renode,,0,0
tests/drivers/dma/chan_blen_transfer/drivers.dma,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/dma/chan_blen_transfer/drivers.dma.interactive,riscv32,hifive1,skipped,CONF_FILE=prj_shell.conf,renode,,0,0
tests/drivers/i2s/i2s_api/drivers.i2s,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/i2s/i2s_api/drivers.i2s.gpio_loopback,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/i2s/i2s_speed/drivers.i2s.speed,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/i2s/i2s_speed/drivers.i2s.speed.gpio_loopback,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/virtualization/ivshmem/virtualization.ivshmem,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/kscan/kscan_api/drivers.kscan,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/kscan/kscan_api/drivers.kscan.mec15xxevb_assy6853,riscv32,hifive1,skipped,"CONF_FILE=""mec15xxevb_assy6853.conf""",renode,,0,0
tests/drivers/disk/drivers.disk.usdhc,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/nrf_lf_clock_start/drivers.clock.nrf_lf_clock_start_xtal_stable,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/nrf_lf_clock_start/drivers.clock.nrf_lf_clock_start_xtal_available,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/nrf_lf_clock_start/drivers.clock.nrf_lf_clock_start_xtal_no_wait,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/nrf_lf_clock_start/drivers.clock.nrf_lf_clock_start_rc_stable,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/nrf_lf_clock_start/drivers.clock.nrf_lf_clock_start_rc_available,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/nrf_lf_clock_start/drivers.clock.nrf_lf_clock_start_rc_no_wait,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/nrf_lf_clock_start/drivers.clock.nrf_lf_clock_start_synth_stable,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/nrf_lf_clock_start/drivers.clock.nrf_lf_clock_start_synth_available,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/nrf_lf_clock_start/drivers.clock.nrf_lf_clock_start_synth_no_wait,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/clock_control_api/drivers.clock.clock_control_nrf5,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/clock_control_api/drivers.clock.clock_control_nrf5_lfclk_rc,riscv32,hifive1,skipped,"CONF_FILE=""nrf_lfclk_rc.conf""",renode,,0,0
tests/drivers/clock_control/nrf_clock_calibration/drivers.clock.nrf5_clock_calibration,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/stm32_clock_configuration/drivers.stm32_clock_configuration.u5.sysclksrc_pll_msis_160,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/stm32_clock_configuration/drivers.stm32_clock_configuration.u5.sysclksrc_pll_msis_80,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/b_u585i_iot02a_pll_msi_80.overlay,renode,,0,0
tests/drivers/clock_control/stm32_clock_configuration/drivers.stm32_clock_configuration.u5.sysclksrc_pll_hsi_160,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/b_u585i_iot02a_pll_hsi_160.overlay,renode,,0,0
tests/drivers/clock_control/stm32_clock_configuration/drivers.stm32_clock_configuration.u5.sysclksrc_pll_hsi_40,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/b_u585i_iot02a_pll_hsi_40.overlay,renode,,0,0
tests/drivers/clock_control/stm32_clock_configuration/drivers.stm32_clock_configuration.u5.sysclksrc_msis_48,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/b_u585i_iot02a_msis_48.overlay,renode,,0,0
tests/drivers/clock_control/stm32_clock_configuration/drivers.stm32_clock_configuration.u5.sysclksrc_msis_24,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/b_u585i_iot02a_msis_24.overlay,renode,,0,0
tests/drivers/clock_control/stm32_clock_configuration/drivers.stm32_clock_configuration.u5.sysclksrc_pll_hse_160,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/nucleo_u575zi_q_pll_hse_160.overlay,renode,,0,0
tests/drivers/clock_control/nrf_onoff_and_bt/drivers.clock.nrf_onoff_and_bt,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/clock_control/onoff/drivers.clock.clock_control_onoff,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/sensor/accel/driver.sensor,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/sensor/generic/driver.sensor,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/sensor/generic/driver.sensor.fpu,riscv32,hifive1,skipped,CONF_FILE=prj_fpu.conf,renode,,0,0
tests/drivers/sensor/sbs_gauge/testing.drivers.sbs_gauge,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/ipm/drivers.ipc.mailbox,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/pwm/pwm_loopback/drivers.pwm.loopback,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/pwm/pwm_api/drivers.pwm,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/gpio/drivers.gpio.build,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/eeprom/drivers.eeprom.build,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/led/drivers.led.build,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/counter/drivers.counter.build.xlnx,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.spi.build,riscv32,hifive1,skipped,CONFIG_GPIO=y CONFIG_SPI=y CONFIG_ADC_MCP320X=y CONFIG_ADC_LMP90XXX=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.emul.build,riscv32,hifive1,skipped,CONFIG_ADC_EMUL=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.cc32xx.build,riscv32,hifive1,skipped,CONFIG_ADC_CC32XX=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.ite.it8xxx2.build,riscv32,hifive1,skipped,CONFIG_ADC_ITE_IT8XXX2=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.mcux.adc12.build,riscv32,hifive1,skipped,CONFIG_ADC_MCUX_ADC12=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.mcux.adc16.build,riscv32,hifive1,skipped,CONFIG_ADC_MCUX_ADC16=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.mcux.lpadc.build,riscv32,hifive1,skipped,CONFIG_ADC_MCUX_LPADC=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.npcx.build,riscv32,hifive1,skipped,CONFIG_ADC_NPCX=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.nrf.build,riscv32,hifive1,skipped,CONFIG_ADC_NRFX_ADC=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.nrf.saadc.build,riscv32,hifive1,skipped,CONFIG_ADC_NRFX_SAADC=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.sam0.build,riscv32,hifive1,skipped,CONFIG_ADC_SAM0=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.sam.afec.build,riscv32,hifive1,skipped,CONFIG_ADC_SAM_AFEC=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.stm32.build,riscv32,hifive1,skipped,CONFIG_ADC_STM32=y,renode,,0,0
tests/drivers/build_all/adc/drivers.adc.xec.build,riscv32,hifive1,skipped,CONFIG_ADC_XEC=y,renode,,0,0
tests/drivers/build_all/ieee802154/ieee802154.build.external,riscv32,hifive1,skipped,OVERLAY_CONFIG=external.conf,renode,,0,0
tests/drivers/build_all/ieee802154/ieee802154.build.cc12xx_cc2520,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/ieee802154/ieee802154.build.kw41z,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/ieee802154/ieee802154.build.mcr20a,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/ieee802154/ieee802154.build.nrf5,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/ieee802154/ieee802154.build.telink_b91,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/ieee802154/ieee802154.build.upipe,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/sensor/sensors.build.trigger,riscv32,hifive1,skipped,OVERLAY_CONFIG=sensors_trigger_own.conf,renode,,0,0
tests/drivers/build_all/sensor/sensors.build,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/sensor/sensors.build.pm,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.gecko.build,riscv32,hifive1,skipped,CONFIG_PWM_GECKO=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.imx.build,riscv32,hifive1,skipped,CONFIG_PWM_IMX=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.litex.build,riscv32,hifive1,skipped,CONFIG_PWM_LITEX=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.mcux.ftm.build,riscv32,hifive1,skipped,CONFIG_PWM_MCUX_TPM=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.mcux.pwt.build,riscv32,hifive1,skipped,CONFIG_PWM_MCUX_PWT=y CONFIG_PWM_CAPTURE=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.mcux.build,riscv32,hifive1,skipped,CONFIG_PWM_MCUX=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.mcux.sctimer.build,riscv32,hifive1,skipped,CONFIG_PWM_MCUX_SCTIMER=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.rv32m1.tpm.build,riscv32,hifive1,skipped,CONFIG_PWM_RV32M1_TPM=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.sifive.build,riscv32,hifive1,skipped,CONFIG_PWM_SIFIVE=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.npcx.build,riscv32,hifive1,skipped,CONFIG_PWM_NPCX=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.nrf.sw.build,riscv32,hifive1,skipped,CONFIG_PWM_NRF5_SW=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.nrf.build,riscv32,hifive1,skipped,CONFIG_PWM_NRFX=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.sam0.tcc.build,riscv32,hifive1,skipped,CONFIG_PWM_SAM0_TCC=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.build.sam,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.stm32.build,riscv32,hifive1,skipped,CONFIG_PWM_STM32=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.xec.build,riscv32,hifive1,skipped,CONFIG_PWM_XEC=y,renode,,0,0
tests/drivers/build_all/pwm/drivers.pwm.build.xlnx,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/ethernet/net.ethernet.build,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/build_all/modem/drivers.modem.build,riscv32,hifive1,skipped,CONF_FILE=modem.conf,renode,,0,0
tests/drivers/build_all/modem/drivers.modem.ublox_sara.build,riscv32,hifive1,skipped,CONF_FILE=modem_ublox_sara.conf,renode,,0,0
tests/drivers/build_all/modem/drivers.modem.simcom_sim7080.build,riscv32,hifive1,skipped,CONF_FILE=modem_simcom_sim7080.conf,renode,,0,0
tests/drivers/build_all/modem/drivers.modem.quectel_bg9x.build,riscv32,hifive1,skipped,CONF_FILE=modem_quectel_bg9x.conf,renode,,0,0
tests/drivers/build_all/dac/drivers.dac.spi.build,riscv32,hifive1,skipped,CONFIG_GPIO=y CONFIG_SPI=y CONFIG_DAC_DACX0508=y,renode,,0,0
tests/drivers/build_all/dac/drivers.dac.i2c.build,riscv32,hifive1,skipped,CONFIG_I2C=y CONFIG_DAC_DACX3608=y CONFIG_DAC_MCP4725=y,renode,,0,0
tests/drivers/build_all/dac/drivers.dac.mcux.build,riscv32,hifive1,skipped,CONFIG_DAC_MCUX_DAC=y,renode,,0,0
tests/drivers/build_all/dac/drivers.dac.mcux32.build,riscv32,hifive1,skipped,CONFIG_DAC_MCUX_DAC32=y,renode,,0,0
tests/drivers/build_all/dac/drivers.dac.sam0.build,riscv32,hifive1,skipped,CONFIG_DAC_SAM0=y,renode,,0,0
tests/drivers/build_all/dac/drivers.dac.stm32.build,riscv32,hifive1,skipped,CONFIG_DAC_STM32=y,renode,,0,0
tests/drivers/timer/nrf_rtc_timer/drivers.timer.nrf_rtc_timer,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/timer/nrf_rtc_timer/drivers.timer.nrf_rtc_timer_no_zli,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/bbram/drivers.bbram.it8xxx2,riscv32,hifive1,skipped,"CONF_FILE=""it8xxx2.conf""",renode,,0,0
tests/drivers/bbram/drivers.bbram.npcx,riscv32,hifive1,skipped,"CONF_FILE=""npcx.conf""",renode,,0,0
tests/drivers/bbram/emul/drivers.bbram.emul,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/regulator/fixed/drivers.regulator.fixed.onoff,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/regulator/fixed/drivers.regulator.fixed.onoff.on_delay,riscv32,hifive1,skipped,DTS_EXTRA_CPPFLAGS=-DAPP_DTS_REGULATOR_ON_DELAYED,renode,,0,0
tests/drivers/regulator/fixed/drivers.regulator.fixed.onoff.off_delay,riscv32,hifive1,skipped,DTS_EXTRA_CPPFLAGS=-DAPP_DTS_REGULATOR_OFF_DELAYED,renode,,0,0
tests/drivers/regulator/fixed/drivers.regulator.fixed.onoff.boot_on,riscv32,hifive1,skipped,DTS_EXTRA_CPPFLAGS=-DAPP_DTS_REGULATOR_BOOT_ON,renode,,0,0
tests/drivers/regulator/fixed/drivers.regulator.fixed.onoff.always_on,riscv32,hifive1,skipped,DTS_EXTRA_CPPFLAGS=-DAPP_DTS_REGULATOR_ALWAYS_ON,renode,,0,0
tests/drivers/regulator/fixed/drivers.regulator.fixed.sync,riscv32,hifive1,skipped,DTS_EXTRA_CPPFLAGS=-DAPP_DTS_REGULATOR_SYNC,renode,,0,0
tests/drivers/regulator/fixed/drivers.regulator.fixed.sync.boot_on,riscv32,hifive1,skipped,DTS_EXTRA_CPPFLAGS=-DAPP_DTS_REGULATOR_SYNC;-DAPP_DTS_REGULATOR_BOOT_ON,renode,,0,0
tests/drivers/regulator/fixed/drivers.regulator.fixed.sync.always_on,riscv32,hifive1,skipped,DTS_EXTRA_CPPFLAGS=-DAPP_DTS_REGULATOR_SYNC;-DAPP_DTS_REGULATOR_ALWAYS_ON,renode,,0,0
tests/drivers/regulator/pmic/drivers.regulator.i2c.onoff,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/syscon/drivers.syscon,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/pinctrl/api/drivers.pinctrl.api,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/pinctrl/api/derivers.pinctrl.api_reg,riscv32,hifive1,skipped,"CONF_FILE=""prj.conf;reg.conf""",renode,,0,0
tests/drivers/pinctrl/gd32/drivers.pinctrl.gd32_af,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/pinctrl/gd32/drivers.pinctrl.gd32_afio,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/pinctrl/nrf/drivers.pinctrl.nrf,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/spi/spi_loopback/drivers.spi.loopback,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/spi/spi_loopback/driver.spi.loopback.internal,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/spi/spi_loopback/drivers.mcux_dspi_dma.loopback,riscv32,hifive1,skipped,"OVERLAY_CONFIG=""overlay-mcux-dspi-dma.conf""",renode,,0,0
tests/drivers/memc/stm32_sdram/drivers.memc.stm32_sdram,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/watchdog/wdt_basic_api/drivers.watchdog,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/watchdog/wdt_basic_api/drivers.watchdog.stm32wwdg,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/watchdog/wdt_basic_api/drivers.watchdog.mec15xxevb_assy6853,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/watchdog/wdt_basic_api/drivers.watchdog.counter_watchdog,riscv32,hifive1,skipped,"OVERLAY_CONFIG=""boards/nrf52840dk_nrf52840_counter.conf"" DTC_OVERLAY_FILE=""boards/nrf52840dk_nrf52840_counter.overlay""",renode,,0,0
tests/drivers/uart/uart_mix_fifo_poll/drivers.uart.uart_mix_poll,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/uart/uart_mix_fifo_poll/drivers.uart.uart_mix_poll_fifo,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/uart/uart_mix_fifo_poll/drivers.uart.uart_mix_poll_async_api,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/uart/uart_mix_fifo_poll/drivers.uart.uart_mix_poll_async_api_low_power,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/uart/uart_mix_fifo_poll/drivers.uart.uart_mix_poll_with_ppi,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/uart/uart_mix_fifo_poll/drivers.uart.uart_mix_poll_fifo_with_ppi,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/uart/uart_mix_fifo_poll/drivers.uart.uart_mix_poll_async_api_with_ppi,riscv32,hifive1,skipped,,renode,,0,0
tests/drivers/uart/uart_mix_fifo_poll/drivers.uart.uart_mix_poll_async_api_with_ppi_low_power,riscv32,hifive1,skipped,,renode,,0,0
